Spørsmål;Svar;Les mer her…;Link
Hva er kravene for å ta ut tjenestefri når man er over 62 år;Uttak av tjenestefri med lønn kan tas som hele dager, halve dager, eller som redusert arbeidstid etter avtale med nærmeste leder. Det er hensynet til tjenesten som avgjør hvordan tjenestefri kan tas ut, men intensjonen er at det utvises storfleksibilitet. Retten til tjenestefri etter denne avtalen kan ikke overføres til neste år, eller utbetalessom lønn. Det året man går av, gis tjenestefri med lønn forholdsmessig gjennom året. Deltidsansatte arbeidstakere får rett til fridager forholdsmessig etter deltidsprosentende arbeider i.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
uttak av tjenestefri for de ansatte som er over 62 år?;Uttak av tjenestefri med lønn kan tas som hele dager, halve dager, eller som redusert arbeidstid etter avtale med nærmeste leder. Det er hensynet til tjenesten som avgjør hvordan tjenestefri kan tas ut, men intensjonen er at det utvises storfleksibilitet. Retten til tjenestefri etter denne avtalen kan ikke overføres til neste år, eller utbetalessom lønn. Det året man går av, gis tjenestefri med lønn forholdsmessig gjennom året. Deltidsansatte arbeidstakere får rett til fridager forholdsmessig etter deltidsprosentende arbeider i.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Hvilke føringer gjelder for ansatte over 62 år angående tjenestefri?;Uttak av tjenestefri med lønn kan tas som hele dager, halve dager, eller som redusert arbeidstid etter avtale med nærmeste leder. Det er hensynet til tjenesten som avgjør hvordan tjenestefri kan tas ut, men intensjonen er at det utvises storfleksibilitet. Retten til tjenestefri etter denne avtalen kan ikke overføres til neste år, eller utbetalessom lønn. Det året man går av, gis tjenestefri med lønn forholdsmessig gjennom året. Deltidsansatte arbeidstakere får rett til fridager forholdsmessig etter deltidsprosentende arbeider i.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Er det fastsatte fridager spesifikt for ansatte som er over 62 år?;Ansatt over 62 har ekstre tjenestefri med lønn etter denne avtalen. Sentrale vedtatte kollektive tiltak etter Hovedtariffavtalen. Det gis tjenestefri med lønn tilsvarende åtte dager pr. år fra det kalenderåret arbeidstakerefyller 62 år. I tillegg til de dagene arbeidstaker kan ta ut som tjenestefri etter Hovedtariffavtalen, kan arbeidstaker etter denne avtalen gis tjenestefri med lønn inntil seks dager pr. år fra det kalenderåret arbeidstakere fyller 62 år. De seks lokale dagene kan ikke tas ut før årets feriedager er benyttet.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Er det mulig å overføre ubrukte feriedager til det kommende året?;Ferieloven og hovedtariffavtalen åpner for at arbeidsgiver og arbeidstaker kan avtale å overføre 14 feriedager til neste år. Søknad om overføring av ferie skal skje i SAP selvbetjeningsportalen.Merk deg at muligheten for å få utbetalt lønn for uavviklet ferie er falt bort ved endring avferieloven pr. 1.7.2014. Les mer om uavviklet ferie på grunn av sykdom. Dersom du vil overføre ferie fra et ferieår til neste, må du søke om dette innen 5. januar;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
 Overføre ikke brukte feriedager til neste år?;Ferieloven og hovedtariffavtalen åpner for at arbeidsgiver og arbeidstaker kan avtale å overføre 14 feriedager til neste år. Søknad om overføring av ferie skal skje i SAP selvbetjeningsportalen.Merk deg at muligheten for å få utbetalt lønn for uavviklet ferie er falt bort ved endring avferieloven pr. 1.7.2014. Les mer om uavviklet ferie på grunn av sykdom. Dersom du vil overføre ferie fra et ferieår til neste, må du søke om dette innen 5. januar;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Kan ansatte beholde sine gjenværende feriedager ved å overføre dem til neste år?;Ferieloven og hovedtariffavtalen åpner for at arbeidsgiver og arbeidstaker kan avtale å overføre 14 feriedager til neste år. Søknad om overføring av ferie skal skje i SAP selvbetjeningsportalen.Merk deg at muligheten for å få utbetalt lønn for uavviklet ferie er falt bort ved endring avferieloven pr. 1.7.2014. Les mer om uavviklet ferie på grunn av sykdom. Dersom du vil overføre ferie fra et ferieår til neste, må du søke om dette innen 5. januar;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Muligheten til å overføre feriedager til neste år?;Ferieloven og hovedtariffavtalen åpner for at arbeidsgiver og arbeidstaker kan avtale å overføre 14 feriedager til neste år. Søknad om overføring av ferie skal skje i SAP selvbetjeningsportalen.Merk deg at muligheten for å få utbetalt lønn for uavviklet ferie er falt bort ved endring avferieloven pr. 1.7.2014. Les mer om uavviklet ferie på grunn av sykdom. Dersom du vil overføre ferie fra et ferieår til neste, må du søke om dette innen 5. januar;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Ferie
Hvilken prosess må ansatte følge for å be om overføring av feriedager til neste år?;Ferieloven og hovedtariffavtalen åpner for at arbeidsgiver og arbeidstaker kan avtale å overføre 14 feriedager til neste år. Søknad om overføring av ferie skal skje i SAP selvbetjeningsportalen.Merk deg at muligheten for å få utbetalt lønn for uavviklet ferie er falt bort ved endring avferieloven pr. 1.7.2014. Les mer om uavviklet ferie på grunn av sykdom. Dersom du vil overføre ferie fra et ferieår til neste, må du søke om dette innen 5. januar;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Fjernledelse
hva må gjøre medarbeidere som fjernledes?;Planlegge og styre sin egen arbeidsdag slik at oppgaver gjennomføres. Vedlikeholde og tilegne seg ny og nødvendig kompetanse. Dele kunnskap med andre i avdelingen og søke hjelp hos leder og kollegaer når noe er uklart og/eller ved behov for andres kunnskap eller innspill. Ha tett dialog med leder og de andre i avdelingen om relevante forhold. Bidra til et godt arbeidsmiljø lokalt og i avdelingen i det daglige og ellers ved å delta på faglige og sosiale arrangementer.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Fjernledelse
Fjernledelse;Husbanken har valgt en modell for fjernledelse som i hovedsak innebærer at medarbeidere rapporterer både faglig og personalmessig til en leder. Dette betyr at samme leder følger opp medarbeiderne faglig, har det fulle personalansvaret og budsjettansvaret. Dvs. det samme ansvaret som alle personalledere i Husbanken har.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Fjernledelse
hva er kravene for Medarbeidere som fjernledes?;"Planlegge og styre sin egen arbeidsdag slik at oppgaver gjennomføres. Vedlikeholde og tilegne seg ny og nødvendig kompetanse. Dele kunnskap med andre i avdelingen og søke hjelp hos leder og kollegaer når noe
er uklart og/eller ved behov for andres kunnskap eller innspill. Ha tett dialog med leder og de andre i avdelingen om relevante forhold.Bidra til et godt arbeidsmiljø lokalt og i avdelingen i det daglige og ellers ved å delta på faglige og sosiale arrangementer.";Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Fjernledelse
Gaver;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Utlegg
Gave utlegg;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Utlegg
utlegg  gave;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Utlegg
Hvordan melder jeg fra om fravær?;"Si fra til lederen din Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post.Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.";Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
 sykmelding ;Om du syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Reise utlegg;Du kan ha flere reiser på samme utleggskrav. Hvis du ikke får plass til beskrivelsen ikommentarfeltet, kan du laste opp eget vedlegg med beskrivelse av reisetidspunkt,reiserute og formål med reisene.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Utlegg
 Registrer fraværssøknad ved sykefravær;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom. Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
 Registrer fraværssøknad;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom. Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva er prosedyren for å rapportere fravær?;Si fra til lederen din Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan melder man fra om fravær?;Si fra til lederen din Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan varsler man om fravær i organisasjonen?;Si fra til lederen din Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvem skal jeg kontakte for å melde fra om mitt fravær?;Si fra til lederen din Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det spesifikke skjemaer eller systemer for å registrere sykefraværssøknader?;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
 spesifikke skjemaer eller systemer for å registrere sykefraværssøknader?;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
melde fra om sykefravær og søke om registrering?;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det krav eller retningslinjer for korrekt registrering av sykefraværssøknader?;Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager. Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
